full_name,namespace,name,reason
"RippleEffect","","RippleEffect","closure root"
"RuleData","","RuleData","assembly-local dependency"
"SelectFriendsButton","","SelectFriendsButton","assembly-local dependency"
"SelectFriendsCommanderTab","","SelectFriendsCommanderTab","closure root"
"SelectFriendsDialog","","SelectFriendsDialog","assembly-local dependency"
"SelectFriendsFacebookTab","","SelectFriendsFacebookTab","closure root"
"SelectFriendsManager","","SelectFriendsManager","closure root"
"SelectFriendsSearchTab","","SelectFriendsSearchTab","closure root"
"SelectFriendsSquadTab","","SelectFriendsSquadTab","closure root"
"SelectStatisticsButton","","SelectStatisticsButton","assembly-local dependency"
"SettingsAugmentationPreset","","SettingsAugmentationPreset","closure root"
"SettingsButton","","SettingsButton","assembly-local dependency"
"SettingsManager","","SettingsManager","assembly-local dependency"
"Shield","","Shield","assembly-local dependency"
"ShieldCosmeticsManager","","ShieldCosmeticsManager","closure root"
"ShieldIcon","","ShieldIcon","closure root"
"ShieldPreviewCamera","","ShieldPreviewCamera","closure root"
"ShieldRigInstance","","ShieldRigInstance","closure root"
"ShieldsButton","","ShieldsButton","closure root"
"ShieldsManager","","ShieldsManager","closure root"
"ShieldsScreen","","ShieldsScreen","closure root"
"SkillShot","","SkillShot","assembly-local dependency"
"SoldierAnimationController","","SoldierAnimationController","assembly-local dependency"
"SoldierBehaviour","","SoldierBehaviour","assembly-local dependency"
"SoldierBehaviourBackbone","","SoldierBehaviourBackbone","closure root"
"SoldierBehaviourBreach","","SoldierBehaviourBreach","closure root"
"SoldierBehaviourBuddy","","SoldierBehaviourBuddy","assembly-local dependency"
"SoldierBehaviourChemical","","SoldierBehaviourChemical","closure root"
"SoldierBehaviourCrossbowSniper","","SoldierBehaviourCrossbowSniper","closure root"
"SoldierBehaviourDefinitionBackbone","","SoldierBehaviourDefinitionBackbone","assembly-local dependency"
"SoldierBehaviourDefinitionBreach","","SoldierBehaviourDefinitionBreach","assembly-local dependency"
"SoldierBehaviourDefinitionInstinct","","SoldierBehaviourDefinitionInstinct","assembly-local dependency"
"SoldierBehaviourDefinitionSurge","","SoldierBehaviourDefinitionSurge","assembly-local dependency"
"SoldierBehaviourDefinititon","","SoldierBehaviourDefinititon","assembly-local dependency"
"SoldierBehaviourDefinititonBasicSoldier","","SoldierBehaviourDefinititonBasicSoldier","assembly-local dependency"
"SoldierBehaviourDefinititonBuddy","","SoldierBehaviourDefinititonBuddy","assembly-local dependency"
"SoldierBehaviourDefinititonChemical","","SoldierBehaviourDefinititonChemical","assembly-local dependency"
"SoldierBehaviourDefinititonCrossbowSniper","","SoldierBehaviourDefinititonCrossbowSniper","assembly-local dependency"
"SoldierBehaviourDefinititonMachineGunner","","SoldierBehaviourDefinititonMachineGunner","assembly-local dependency"
"SoldierBehaviourDefinititonSilverstrike","","SoldierBehaviourDefinititonSilverstrike","assembly-local dependency"
"SoldierBehaviourDefinititonSpecter","","SoldierBehaviourDefinititonSpecter","assembly-local dependency"
"SoldierBehaviourExoPilot","","SoldierBehaviourExoPilot","closure root"
"SoldierBehaviourGeneric`1","","SoldierBehaviourGeneric`1","assembly-local dependency"
"SoldierBehaviourInstinct","","SoldierBehaviourInstinct","closure root"
"SoldierBehaviourOverseer","","SoldierBehaviourOverseer","closure root"
"SoldierBehaviourRenegade","","SoldierBehaviourRenegade","closure root"
"SoldierBehaviourRiko","","SoldierBehaviourRiko","closure root"
"SoldierBehaviourRusher`1","","SoldierBehaviourRusher`1","assembly-local dependency"
"SoldierBehaviourSilverstrike","","SoldierBehaviourSilverstrike","closure root"
"SoldierBehaviourSpecter","","SoldierBehaviourSpecter","closure root"
"SoldierBehaviourSurge","","SoldierBehaviourSurge","closure root"
"SoldierMeshChanger","","SoldierMeshChanger","assembly-local dependency"
"SoldierParts","","SoldierParts","assembly-local dependency"
"SoldierToVehicleCollisionManager","","SoldierToVehicleCollisionManager","closure root"
"SoundEntry","","SoundEntry","assembly-local dependency"
"SoundsManager","","SoundsManager","assembly-local dependency"
"SpawnPoint","","SpawnPoint","assembly-local dependency"
"SpawnPointCar","","SpawnPointCar","assembly-local dependency"
"SpawnPointHavoc","","SpawnPointHavoc","closure root"
"SpawnPointHeli","","SpawnPointHeli","closure root"
"SpawnPointOrb","","SpawnPointOrb","closure root"
"SpawnPointVehicle","","SpawnPointVehicle","assembly-local dependency"
"SpawnPointsCollection","","SpawnPointsCollection","assembly-local dependency"
"SpawningManagerDeathMatch","","SpawningManagerDeathMatch","assembly-local dependency"
"SpecialOpsData","","SpecialOpsData","assembly-local dependency"
"SpecterLaser","","SpecterLaser","closure root"
"SpiderBot","","SpiderBot","closure root"
"SpiderBotAnimator","","SpiderBotAnimator","closure root"
"SpiderBotBehaviour","","SpiderBotBehaviour","closure root"
"SpiderBotBehaviourDefinititon","","SpiderBotBehaviourDefinititon","assembly-local dependency"
"Spiderling","","Spiderling","closure root"
"SpiderlingAnimation","","SpiderlingAnimation","closure root"
"SpiderlingBehaviour","","SpiderlingBehaviour","closure root"
"SpiderlingBehaviourDefinititon","","SpiderlingBehaviourDefinititon","assembly-local dependency"
"SquadButton","","SquadButton","assembly-local dependency"
"SquadButtonAchievement","","SquadButtonAchievement","assembly-local dependency"
"SquadButtonCardpool","","SquadButtonCardpool","assembly-local dependency"
"SquadButtonInvasion","","SquadButtonInvasion","closure root"
"SquadCardpoolContent","","SquadCardpoolContent","assembly-local dependency"
"SquadEmblemRecord","","SquadEmblemRecord","assembly-local dependency"
"SquadIconContent","","SquadIconContent","assembly-local dependency"
"SquadInformationContent","","SquadInformationContent","assembly-local dependency"
"SquadInvasionContent","","SquadInvasionContent","closure root"
"SquadMemberContent","","SquadMemberContent","assembly-local dependency"
"SquadPlayerRecordV2","","SquadPlayerRecordV2","closure root"
"SquadRank","","SquadRank","assembly-local dependency"
"SquadScreen","","SquadScreen","assembly-local dependency"
"SquadStatsContent","","SquadStatsContent","assembly-local dependency"
"SquadStatsRecord","","SquadStatsRecord","assembly-local dependency"
"SquadWarEndMemberV2Record","","SquadWarEndMemberV2Record","closure root"
"SquadWarEndV2Dialog","","SquadWarEndV2Dialog","closure root"
"SquadWarHintV2Dialog","","SquadWarHintV2Dialog","closure root"
"SquadWarsContentV2","","SquadWarsContentV2","closure root"
"SquadWarsRecordV2","","SquadWarsRecordV2","closure root"
"SquadWarsRewardHintRecord","","SquadWarsRewardHintRecord","closure root"
"StarterPacksDialog","","StarterPacksDialog","closure root"
"StatsManager","","StatsManager","assembly-local dependency"
"StrikethroughPrize","","StrikethroughPrize","assembly-local dependency"
"SubscriptionRemindDialog","","SubscriptionRemindDialog","closure root"
"SubscriptionRenewDialog","","SubscriptionRenewDialog","closure root"
"SuperChargedUnitRecord","","SuperChargedUnitRecord","closure root"
"SuperChargedUnitsDialog","","SuperChargedUnitsDialog","closure root"
"SuperChargedUnitsManager","","SuperChargedUnitsManager","closure root"
"SuperDivisionContent","","SuperDivisionContent","closure root"
"SuperDivisionHintDialog","","SuperDivisionHintDialog","closure root"
"SwitchableGui","","SwitchableGui","assembly-local dependency"
"Sword","","Sword","closure root"
"TechnologyVisualDefinition","","TechnologyVisualDefinition","assembly-local dependency"
"TermsDialog","","TermsDialog","closure root"
"TimeManager","","TimeManager","assembly-local dependency"
"TournamentsManager","","TournamentsManager","closure root"
"TransferCodeDialog","","TransferCodeDialog","closure root"
"TransitionNewPlayerDialog","","TransitionNewPlayerDialog","closure root"
"TurretPosition","","TurretPosition","assembly-local dependency"
"TurretWeaponBasic","","TurretWeaponBasic","assembly-local dependency"
"TutorialBoosterDialog","","TutorialBoosterDialog","closure root"
"TutorialLoginGuiElement","","TutorialLoginGuiElement","closure root"
"TutorialManagerAugmentations","","TutorialManagerAugmentations","closure root"
"TutorialManagerBase","","TutorialManagerBase","assembly-local dependency"
"TutorialManagerWeaponAugs","","TutorialManagerWeaponAugs","closure root"
"TutorialPrestigeDialog","","TutorialPrestigeDialog","closure root"
"TweenAnimator","","TweenAnimator","assembly-local dependency"
"UIButtonSetter","","UIButtonSetter","assembly-local dependency"
"UIInputChat","","UIInputChat","assembly-local dependency"
"UIReflectionEffect","","UIReflectionEffect","assembly-local dependency"
"UnitModelLoader","","UnitModelLoader","assembly-local dependency"
"UnitPreset","","UnitPreset","assembly-local dependency"
"UnitShield","","UnitShield","assembly-local dependency"
"UnitUpgradeDefinition","","UnitUpgradeDefinition","assembly-local dependency"
"UpgradeSlot","","UpgradeSlot","assembly-local dependency"
"UpgradeSlotElite","","UpgradeSlotElite","assembly-local dependency"
"UpgradeSlotSpecial","","UpgradeSlotSpecial","assembly-local dependency"
"UpgradeSlots","","UpgradeSlots","assembly-local dependency"
"UpgradeSlotsBackbone","","UpgradeSlotsBackbone","closure root"
"UpgradeSlotsBaseSoldier`1","","UpgradeSlotsBaseSoldier`1","assembly-local dependency"
"UpgradeSlotsBreach","","UpgradeSlotsBreach","closure root"
"UpgradeSlotsBunker","","UpgradeSlotsBunker","closure root"
"UpgradeSlotsChemical","","UpgradeSlotsChemical","closure root"
"UpgradeSlotsCrossbowSniper","","UpgradeSlotsCrossbowSniper","closure root"
"UpgradeSlotsExoMech","","UpgradeSlotsExoMech","closure root"
"UpgradeSlotsExoPilot","","UpgradeSlotsExoPilot","closure root"
"UpgradeSlotsGeneric`1","","UpgradeSlotsGeneric`1","assembly-local dependency"
"UpgradeSlotsHavoc","","UpgradeSlotsHavoc","closure root"
"UpgradeSlotsInstinct","","UpgradeSlotsInstinct","closure root"
"UpgradeSlotsMechanical`1","","UpgradeSlotsMechanical`1","assembly-local dependency"
"UpgradeSlotsOrb","","UpgradeSlotsOrb","closure root"
"UpgradeSlotsOverseer","","UpgradeSlotsOverseer","closure root"
"UpgradeSlotsRenegade","","UpgradeSlotsRenegade","closure root"
"UpgradeSlotsRiko","","UpgradeSlotsRiko","closure root"
"UpgradeSlotsSilverstrike","","UpgradeSlotsSilverstrike","closure root"
"UpgradeSlotsSpecter","","UpgradeSlotsSpecter","closure root"
"UpgradeSlotsSpiderBot","","UpgradeSlotsSpiderBot","closure root"
"UpgradeSlotsSpiderling","","UpgradeSlotsSpiderling","closure root"
"UpgradeSlotsSurge","","UpgradeSlotsSurge","closure root"
"UpgradeSlotsVTOL","","UpgradeSlotsVTOL","closure root"
"UpgradeSlotsVehicle`1","","UpgradeSlotsVehicle`1","assembly-local dependency"
"VTOL","","VTOL","closure root"
"VTOLBehaviour","","VTOLBehaviour","closure root"
"VTOLBehaviourDefinititon","","VTOLBehaviourDefinititon","assembly-local dependency"
"VTOLBehaviourG`1","","VTOLBehaviourG`1","assembly-local dependency"
"VTOLEngine","","VTOLEngine","closure root"
"VehicleBehaviour","","VehicleBehaviour","assembly-local dependency"
"VehicleBehaviourDefinititon","","VehicleBehaviourDefinititon","assembly-local dependency"
"VehicleEngine","","VehicleEngine","assembly-local dependency"
"VehicleVisuals","","VehicleVisuals","assembly-local dependency"
"Vehicle`1","","Vehicle`1","assembly-local dependency"
"WarArena","","WarArena","assembly-local dependency"
"WarArenaConfig","","WarArenaConfig","assembly-local dependency"
"WarArenaCrown","","WarArenaCrown","assembly-local dependency"
"WarArenaLootboxConfig","","WarArenaLootboxConfig","assembly-local dependency"
"WarArenaRule","","WarArenaRule","assembly-local dependency"
"WarArenaRuleGeneric`1","","WarArenaRuleGeneric`1","assembly-local dependency"
"WarArenaRuleRandomUnitCategory","","WarArenaRuleRandomUnitCategory","closure root"
"WarArenaRuleRandomUnitPreset","","WarArenaRuleRandomUnitPreset","closure root"
"WarArenaRuleRandomWeaponPreset","","WarArenaRuleRandomWeaponPreset","closure root"
"WarArenaRuleSpecialAbilitiesAndPerks","","WarArenaRuleSpecialAbilitiesAndPerks","closure root"
"WarArenaRuleSpecificUnitCategory","","WarArenaRuleSpecificUnitCategory","closure root"
"WarArenaRuleSwitchWeaponOnKill","","WarArenaRuleSwitchWeaponOnKill","closure root"
"WararenaLootboxReward","","WararenaLootboxReward","assembly-local dependency"
"WarpTrails","","WarpTrails","assembly-local dependency"
"WaugHintInfo","","WaugHintInfo","closure root"
"WayPoint","","WayPoint","assembly-local dependency"
"WayPointPath","","WayPointPath","assembly-local dependency"
"WaypointCircuit","","WaypointCircuit","assembly-local dependency"
"Weapon","","Weapon","assembly-local dependency"
"WeaponAugDetails","","WeaponAugDetails","closure root"
"WeaponAugFusion","","WeaponAugFusion","closure root"
"WeaponAugFusionSlot","","WeaponAugFusionSlot","closure root"
"WeaponAugIcon","","WeaponAugIcon","closure root"
"WeaponAugSlot","","WeaponAugSlot","closure root"
"WeaponAugTutorialDialog","","WeaponAugTutorialDialog","closure root"
"WeaponAugsManager","","WeaponAugsManager","closure root"
"WeaponAugsScreen","","WeaponAugsScreen","closure root"
"WeaponCategory","","WeaponCategory","assembly-local dependency"
"WeaponFeature","","WeaponFeature","assembly-local dependency"
"WeaponFeatures","","WeaponFeatures","assembly-local dependency"
"WeaponInventory","","WeaponInventory","assembly-local dependency"
"WeaponLevelsSetup","","WeaponLevelsSetup","assembly-local dependency"
"WeaponPreset","","WeaponPreset","assembly-local dependency"
"WeaponStatProgressBar","","WeaponStatProgressBar","assembly-local dependency"
"WinStreakCounter","","WinStreakCounter","assembly-local dependency"
"WinStreakManager","","WinStreakManager","assembly-local dependency"
"vp_MuzzleFlash","","vp_MuzzleFlash","assembly-local dependency"
